Date,Product,Sales,Type,Lower_Bound,Upper_Bound
2024-02-17,Product C,693,Actual,693,693
2024-02-18,Product C,678,Actual,678,678
2024-02-19,Product C,682,Actual,682,682
2024-02-20,Product C,695,Actual,695,695
2024-02-21,Product C,718,Actual,718,718
2024-02-22,Product C,703,Actual,703,703
2024-02-23,Product C,695,Actual,695,695
2024-02-24,Product C,686,Actual,686,686
2024-02-25,Product C,698,Actual,698,698
2024-02-26,Product C,704,Actual,704,704
2024-02-27,Product C,695,Actual,695,695
2024-02-28,Product C,734,Actual,734,734
2024-02-29,Product C,714,Actual,714,714
2024-03-01,Product C,669,Actual,669,669
2024-03-02,Product C,686,Actual,686,686
2024-03-03,Product C,702,Actual,702,702
2024-03-04,Product C,700,Actual,700,700
2024-03-05,Product C,720,Actual,720,720
2024-03-06,Product C,728,Actual,728,728
2024-03-07,Product C,731,Actual,731,731
2024-03-08,Product C,702,Actual,702,702
2024-03-09,Product C,714,Actual,714,714
2024-03-10,Product C,708,Actual,708,708
2024-03-11,Product C,703,Actual,703,703
2024-03-12,Product C,725,Actual,725,725
2024-03-13,Product C,731,Actual,731,731
2024-03-14,Product C,713,Actual,713,713
2024-03-15,Product C,702,Actual,702,702
2024-03-16,Product C,685,Actual,685,685
2024-03-17,Product C,711,Actual,711,711
2024-03-18,Product C,712,Actual,712,712
2024-03-19,Product C,713,Actual,713,713
2024-03-20,Product C,731,Actual,731,731
2024-03-21,Product C,717,Actual,717,717
2024-03-22,Product C,713,Actual,713,713
2024-03-23,Product C,705,Actual,705,705
2024-03-24,Product C,711,Actual,711,711
2024-03-25,Product C,713,Actual,713,713
2024-03-26,Product C,734,Actual,734,734
2024-03-27,Product C,736,Actual,736,736
2024-03-28,Product C,701,Actual,701,701
2024-03-29,Product C,726,Actual,726,726
2024-03-30,Product C,694,Actual,694,694
2024-03-31,Product C,688,Actual,688,688
2024-04-01,Product C,719,Actual,719,719
2024-04-02,Product C,715,Actual,715,715
2024-04-03,Product C,716,Actual,716,716
2024-04-04,Product C,742,Actual,742,742
2024-04-05,Product C,713,Actual,713,713
2024-04-06,Product C,698,Actual,698,698
2024-04-07,Product C,706,Actual,706,706
2024-04-08,Product C,711,Actual,711,711
2024-04-09,Product C,712,Actual,712,712
2024-04-10,Product C,744,Actual,744,744
2024-04-11,Product C,703,Actual,703,703
2024-04-12,Product C,718,Actual,718,718
2024-04-13,Product C,681,Actual,681,681
2024-04-14,Product C,707,Actual,707,707
2024-04-15,Product C,712,Actual,712,712
2024-04-16,Product C,732,Actual,732,732
2024-04-17,Product C,744,Actual,744,744
2024-04-18,Product C,716,Actual,716,716
2024-04-19,Product C,713,Actual,713,713
2024-04-20,Product C,701,Actual,701,701
2024-04-21,Product C,718,Actual,718,718
2024-04-22,Product C,728,Actual,728,728
2024-04-23,Product C,738,Actual,738,738
2024-04-24,Product C,717,Actual,717,717
2024-04-25,Product C,715,Actual,715,715
2024-04-26,Product C,697,Actual,697,697
2024-04-27,Product C,701,Actual,701,701
2024-04-28,Product C,697,Actual,697,697
2024-04-29,Product C,720,Actual,720,720
2024-04-30,Product C,724,Actual,724,724
2024-05-01,Product C,741,Actual,741,741
2024-05-02,Product C,722,Actual,722,722
2024-05-03,Product C,697,Actual,697,697
2024-05-04,Product C,703,Actual,703,703
2024-05-05,Product C,702,Actual,702,702
2024-05-06,Product C,721,Actual,721,721
2024-05-07,Product C,717,Actual,717,717
2024-05-08,Product C,729,Actual,729,729
2024-05-09,Product C,738,Actual,738,738
2024-05-10,Product C,711,Actual,711,711
2024-05-11,Product C,705,Actual,705,705
2024-05-12,Product C,712,Actual,712,712
2024-05-13,Product C,724,Actual,724,724
2024-05-14,Product C,723,Actual,723,723
2024-05-15,Product C,740,Actual,740,740
2024-05-16,Product C,729,Actual,729,729
2024-05-17,Product C,716,Actual,716,716
2024-05-18,Product C,695,Actual,695,695
2024-05-19,Product C,712,Actual,712,712
2024-05-20,Product C,742,Actual,742,742
2024-05-21,Product C,705,Actual,705,705
2024-05-22,Product C,721,Actual,721,721
2024-05-23,Product C,713,Actual,713,713
2024-05-24,Product C,715,Actual,715,715
2024-05-25,Product C,710,Actual,710,710
2024-05-26,Product C,712,Actual,712,712
2024-05-27,Product C,721,Actual,721,721
2024-05-28,Product C,731,Actual,731,731
2024-05-29,Product C,732,Actual,732,732
2024-05-30,Product C,716,Actual,716,716
2024-05-31,Product C,706,Actual,706,706
2024-06-01,Product C,680,Actual,680,680
2024-06-02,Product C,712,Actual,712,712
2024-06-03,Product C,718,Actual,718,718
2024-06-04,Product C,703,Actual,703,703
2024-06-05,Product C,730,Actual,730,730
2024-06-06,Product C,717,Actual,717,717
2024-06-07,Product C,696,Actual,696,696
2024-06-08,Product C,691,Actual,691,691
2024-06-09,Product C,696,Actual,696,696
2024-06-10,Product C,699,Actual,699,699
2024-06-11,Product C,730,Actual,730,730
2024-06-12,Product C,737,Actual,737,737
2024-06-13,Product C,705,Actual,705,705
2024-06-14,Product C,700,Actual,700,700
2024-06-15,Product C,690,Actual,690,690
2024-06-16,Product C,691,Actual,691,691
2024-06-17,Product C,696,Actual,696,696
2024-06-18,Product C,723,Actual,723,723
2024-06-19,Product C,704,Actual,704,704
2024-06-20,Product C,722,Actual,722,722
2024-06-21,Product C,706,Actual,706,706
2024-06-22,Product C,703,Actual,703,703
2024-06-23,Product C,700,Actual,700,700
2024-06-24,Product C,707,Actual,707,707
2024-06-25,Product C,695,Actual,695,695
2024-06-26,Product C,706,Actual,706,706
2024-06-27,Product C,705,Actual,705,705
2024-06-28,Product C,701,Actual,701,701
2024-06-29,Product C,678,Actual,678,678
2024-06-30,Product C,679,Actual,679,679
2024-07-01,Product C,694,Actual,694,694
2024-07-02,Product C,714,Actual,714,714
2024-07-03,Product C,709,Actual,709,709
2024-07-04,Product C,704,Actual,704,704
2024-07-05,Product C,688,Actual,688,688
2024-07-06,Product C,675,Actual,675,675
2024-07-07,Product C,700,Actual,700,700
2024-07-08,Product C,700,Actual,700,700
2024-07-09,Product C,690,Actual,690,690
2024-07-10,Product C,713,Actual,713,713
2024-07-11,Product C,711,Actual,711,711
2024-07-12,Product C,687,Actual,687,687
2024-07-13,Product C,683,Actual,683,683
2024-07-14,Product C,684,Actual,684,684
2024-07-15,Product C,699,Actual,699,699
2024-07-16,Product C,719,Actual,719,719
2024-07-17,Product C,707,Actual,707,707
2024-07-18,Product C,700,Actual,700,700
2024-07-19,Product C,690,Actual,690,690
2024-07-20,Product C,678,Actual,678,678
2024-07-21,Product C,656,Actual,656,656
2024-07-22,Product C,681,Actual,681,681
2024-07-23,Product C,687,Actual,687,687
2024-07-24,Product C,708,Actual,708,708
2024-07-25,Product C,705,Actual,705,705
2024-07-26,Product C,684,Actual,684,684
2024-07-27,Product C,665,Actual,665,665
2024-07-28,Product C,674,Actual,674,674
2024-07-29,Product C,675,Actual,675,675
2024-07-30,Product C,717,Actual,717,717
2024-07-31,Product C,716,Actual,716,716
2024-08-01,Product C,671,Actual,671,671
2024-08-02,Product C,697,Actual,697,697
2024-08-03,Product C,661,Actual,661,661
2024-08-04,Product C,677,Actual,677,677
2024-08-05,Product C,679,Actual,679,679
2024-08-06,Product C,690,Actual,690,690
2024-08-07,Product C,712,Actual,712,712
2024-08-08,Product C,680,Actual,680,680
2024-08-09,Product C,657,Actual,657,657
2024-08-10,Product C,681,Actual,681,681
2024-08-11,Product C,669,Actual,669,669
2024-08-12,Product C,684,Actual,684,684
2024-08-13,Product C,689,Actual,689,689
2024-08-14,Product C,704,Actual,704,704
2024-08-15,Product C,682,Actual,682,682
2024-08-16,Product C,683,Actual,683,683
2024-08-17,Product C,669,Actual,669,669
2024-08-18,Product C,673,Actual,673,673
2024-08-19,Product C,677,Actual,677,677
2024-08-20,Product C,693,Actual,693,693
2024-08-21,Product C,702,Actual,702,702
2024-08-22,Product C,697,Actual,697,697
2024-08-23,Product C,680,Actual,680,680
2024-08-24,Product C,656,Actual,656,656
2024-08-25,Product C,670,Actual,670,670
2024-08-26,Product C,685,Actual,685,685
2024-08-27,Product C,688,Actual,688,688
2024-08-28,Product C,703,Actual,703,703
2024-08-29,Product C,683,Actual,683,683
2024-08-30,Product C,675,Actual,675,675
2024-08-31,Product C,660,Actual,660,660
2024-09-01,Product C,660,Actual,660,660
2024-09-02,Product C,678,Actual,678,678
2024-09-03,Product C,698,Actual,698,698
2024-09-04,Product C,705,Actual,705,705
2024-09-05,Product C,696,Actual,696,696
2024-09-06,Product C,685,Actual,685,685
2024-09-07,Product C,665,Actual,665,665
2024-09-08,Product C,660,Actual,660,660
2024-09-09,Product C,678,Actual,678,678
2024-09-10,Product C,696,Actual,696,696
2024-09-11,Product C,691,Actual,691,691
2024-09-12,Product C,664,Actual,664,664
2024-09-13,Product C,683,Actual,683,683
2024-09-14,Product C,667,Actual,667,667
2024-09-15,Product C,676,Actual,676,676
2024-09-16,Product C,695,Actual,695,695
2024-09-17,Product C,688,Actual,688,688
2024-09-18,Product C,700,Actual,700,700
2024-09-19,Product C,681,Actual,681,681
2024-09-20,Product C,679,Actual,679,679
2024-09-21,Product C,679,Actual,679,679
2024-09-22,Product C,678,Actual,678,678
2024-09-23,Product C,668,Actual,668,668
2024-09-24,Product C,694,Actual,694,694
2024-09-25,Product C,704,Actual,704,704
2024-09-26,Product C,717,Actual,717,717
2024-09-27,Product C,666,Actual,666,666
2024-09-28,Product C,670,Actual,670,670
2024-09-29,Product C,654,Actual,654,654
2024-09-30,Product C,697,Actual,697,697
2024-10-01,Product C,685,Actual,685,685
2024-10-02,Product C,692,Actual,692,692
2024-10-03,Product C,692,Actual,692,692
2024-10-04,Product C,688,Actual,688,688
2024-10-05,Product C,677,Actual,677,677
2024-10-06,Product C,694,Actual,694,694
2024-10-07,Product C,690,Actual,690,690
2024-10-08,Product C,701,Actual,701,701
2024-10-09,Product C,705,Actual,705,705
2024-10-10,Product C,692,Actual,692,692
2024-10-11,Product C,689,Actual,689,689
2024-10-12,Product C,669,Actual,669,669
2024-10-13,Product C,689,Actual,689,689
2024-10-14,Product C,693,Actual,693,693
2024-10-15,Product C,722,Actual,722,722
2024-10-16,Product C,708,Actual,708,708
2024-10-17,Product C,693,Actual,693,693
2024-10-18,Product C,679,Actual,679,679
2024-10-19,Product C,663,Actual,663,663
2024-10-20,Product C,658,Actual,658,658
2024-10-21,Product C,674,Actual,674,674
2024-10-22,Product C,704,Actual,704,704
2024-10-23,Product C,708,Actual,708,708
2024-10-24,Product C,686,Actual,686,686
2024-10-25,Product C,683,Actual,683,683
2024-10-26,Product C,676,Actual,676,676
2024-10-27,Product C,672,Actual,672,672
2024-10-28,Product C,696,Actual,696,696
2024-10-29,Product C,705,Actual,705,705
2024-10-30,Product C,717,Actual,717,717
2024-10-31,Product C,690,Actual,690,690
2024-11-01,Product C,674,Actual,674,674
2024-11-02,Product C,672,Actual,672,672
2024-11-03,Product C,693,Actual,693,693
2024-11-04,Product C,691,Actual,691,691
2024-11-05,Product C,712,Actual,712,712
2024-11-06,Product C,722,Actual,722,722
2024-11-07,Product C,707,Actual,707,707
2024-11-08,Product C,705,Actual,705,705
2024-11-09,Product C,690,Actual,690,690
2024-11-10,Product C,694,Actual,694,694
2024-11-11,Product C,699,Actual,699,699
2024-11-12,Product C,719,Actual,719,719
2024-11-13,Product C,720,Actual,720,720
2024-11-14,Product C,718,Actual,718,718
2024-11-15,Product C,699,Actual,699,699
2024-11-16,Product C,688,Actual,688,688
2024-11-17,Product C,715,Actual,715,715
2024-11-18,Product C,692,Actual,692,692
2024-11-19,Product C,724,Actual,724,724
2024-11-20,Product C,734,Actual,734,734
2024-11-21,Product C,704,Actual,704,704
2024-11-22,Product C,701,Actual,701,701
2024-11-23,Product C,705,Actual,705,705
2024-11-24,Product C,706,Actual,706,706
2024-11-25,Product C,708,Actual,708,708
2024-11-26,Product C,721,Actual,721,721
2024-11-27,Product C,734,Actual,734,734
2024-11-28,Product C,728,Actual,728,728
2024-11-29,Product C,693,Actual,693,693
2024-11-30,Product C,698,Actual,698,698
2024-12-01,Product C,699,Actual,699,699
2024-12-02,Product C,722,Actual,722,722
2024-12-03,Product C,728,Actual,728,728
2024-12-04,Product C,742,Actual,742,742
2024-12-05,Product C,741,Actual,741,741
2024-12-06,Product C,738,Actual,738,738
2024-12-07,Product C,691,Actual,691,691
2024-12-08,Product C,719,Actual,719,719
2024-12-09,Product C,733,Actual,733,733
2024-12-10,Product C,741,Actual,741,741
2024-12-11,Product C,725,Actual,725,725
2024-12-12,Product C,744,Actual,744,744
2024-12-13,Product C,732,Actual,732,732
2024-12-14,Product C,694,Actual,694,694
2024-12-15,Product C,707,Actual,707,707
2024-12-16,Product C,739,Actual,739,739
2024-12-17,Product C,742,Actual,742,742
2024-12-18,Product C,758,Actual,758,758
2024-12-19,Product C,751,Actual,751,751
2024-12-20,Product C,732,Actual,732,732
2024-12-21,Product C,726,Actual,726,726
2024-12-22,Product C,715,Actual,715,715
2024-12-23,Product C,737,Actual,737,737
2024-12-24,Product C,765,Actual,765,765
2024-12-25,Product C,754,Actual,754,754
2024-12-26,Product C,746,Actual,746,746
2024-12-27,Product C,739,Actual,739,739
2024-12-28,Product C,732,Actual,732,732
2024-12-29,Product C,746,Actual,746,746
2024-12-30,Product C,723,Actual,723,723
2024-12-31,Product C,762,Actual,762,762
2025-01-01,Product C,767,Actual,767,767
2025-01-02,Product C,736,Actual,736,736
2025-01-03,Product C,742,Actual,742,742
2025-01-04,Product C,732,Actual,732,732
2025-01-05,Product C,729,Actual,729,729
2025-01-06,Product C,765,Actual,765,765
2025-01-07,Product C,780,Actual,780,780
2025-01-08,Product C,757,Actual,757,757
2025-01-09,Product C,769,Actual,769,769
2025-01-10,Product C,746,Actual,746,746
2025-01-11,Product C,730,Actual,730,730
2025-01-12,Product C,743,Actual,743,743
2025-01-13,Product C,742,Actual,742,742
2025-01-14,Product C,774,Actual,774,774
2025-01-15,Product C,767,Actual,767,767
2025-01-16,Product C,754,Actual,754,754
2025-01-17,Product C,767,Actual,767,767
2025-01-18,Product C,746,Actual,746,746
2025-01-19,Product C,761,Actual,761,761
2025-01-20,Product C,753,Actual,753,753
2025-01-21,Product C,769,Actual,769,769
2025-01-22,Product C,785,Actual,785,785
2025-01-23,Product C,775,Actual,775,775
2025-01-24,Product C,767,Actual,767,767
2025-01-25,Product C,725,Actual,725,725
2025-01-26,Product C,767,Actual,767,767
2025-01-27,Product C,765,Actual,765,765
2025-01-28,Product C,791,Actual,791,791
2025-01-29,Product C,786,Actual,786,786
2025-01-30,Product C,766,Actual,766,766
2025-01-31,Product C,760,Actual,760,760
2025-02-01,Product C,750,Actual,750,750
2025-02-02,Product C,760,Actual,760,760
2025-02-03,Product C,765,Actual,765,765
2025-02-04,Product C,791,Actual,791,791
2025-02-05,Product C,785,Actual,785,785
2025-02-06,Product C,772,Actual,772,772
2025-02-07,Product C,770,Actual,770,770
2025-02-08,Product C,766,Actual,766,766
2025-02-09,Product C,786,Actual,786,786
2025-02-10,Product C,787,Actual,787,787
2025-02-11,Product C,811,Actual,811,811
2025-02-12,Product C,811,Actual,811,811
2025-02-13,Product C,797,Actual,797,797
2025-02-14,Product C,799,Actual,799,799
2025-02-15,Product C,757,Actual,757,757
2025-02-16,Product C,775,Actual,775,775
2025-02-17,Product C,777,Actual,777,777
2025-02-18,Product C,795,Actual,795,795
2025-02-19,Product C,820,Actual,820,820
2025-02-20,Product C,796,Actual,796,796
2025-02-21,Product C,773,Actual,773,773
2025-02-22,Product C,767,Actual,767,767
2025-02-23,Product C,784,Actual,784,784
2025-02-24,Product C,781,Actual,781,781
2025-02-25,Product C,796,Actual,796,796
2025-02-26,Product C,809,Actual,809,809
2025-02-27,Product C,812,Actual,812,812
2025-02-28,Product C,778,Actual,778,778
2025-03-01,Product C,797,Actual,797,797
2025-03-02,Product C,804,Actual,804,804
2025-03-03,Product C,793,Actual,793,793
2025-03-04,Product C,798,Actual,798,798
2025-03-05,Product C,827,Actual,827,827
2025-03-06,Product C,790,Actual,790,790
2025-03-07,Product C,791,Actual,791,791
2025-03-08,Product C,781,Actual,781,781
2025-03-09,Product C,788,Actual,788,788
2025-03-10,Product C,801,Actual,801,801
2025-03-11,Product C,815,Actual,815,815
2025-03-12,Product C,834,Actual,834,834
2025-03-13,Product C,811,Actual,811,811
2025-03-14,Product C,785,Actual,785,785
2025-03-15,Product C,769,Actual,769,769
2025-03-16,Product C,794,Actual,794,794
2025-03-17,Product C,797,Actual,797,797
2025-03-18,Product C,802,Actual,802,802
2025-03-19,Product C,830,Actual,830,830
2025-03-20,Product C,798,Actual,798,798
2025-03-21,Product C,809,Actual,809,809
2025-03-22,Product C,779,Actual,779,779
2025-03-23,Product C,785,Actual,785,785
2025-03-24,Product C,801,Actual,801,801
2025-03-25,Product C,826,Actual,826,826
2025-03-26,Product C,803,Actual,803,803
2025-03-27,Product C,827,Actual,827,827
2025-03-28,Product C,802,Actual,802,802
2025-03-29,Product C,808,Actual,808,808
2025-03-30,Product C,784,Actual,784,784
2025-03-31,Product C,803,Actual,803,803
2025-04-01,Product C,811,Actual,811,811
2025-04-02,Product C,821,Actual,821,821
2025-04-03,Product C,845,Actual,845,845
2025-04-04,Product C,806,Actual,806,806
2025-04-05,Product C,781,Actual,781,781
2025-04-06,Product C,790,Actual,790,790
2025-04-07,Product C,806,Actual,806,806
2025-04-08,Product C,826,Actual,826,826
2025-04-09,Product C,830,Actual,830,830
2025-04-10,Product C,802,Actual,802,802
2025-04-11,Product C,816,Actual,816,816
2025-04-12,Product C,787,Actual,787,787
2025-04-13,Product C,802,Actual,802,802
2025-04-14,Product C,819,Actual,819,819
2025-04-15,Product C,825,Actual,825,825
2025-04-16,Product C,815,Actual,815,815
2025-04-17,Product C,823,Actual,823,823
2025-04-18,Product C,818,Actual,818,818
2025-04-19,Product C,792,Actual,792,792
2025-04-20,Product C,811,Actual,811,811
2025-04-21,Product C,793,Actual,793,793
2025-04-22,Product C,814,Actual,814,814
2025-04-23,Product C,817,Actual,817,817
2025-04-24,Product C,808,Actual,808,808
2025-04-25,Product C,808,Actual,808,808
2025-04-26,Product C,785,Actual,785,785
2025-04-27,Product C,794,Actual,794,794
2025-04-28,Product C,801,Actual,801,801
2025-04-29,Product C,812,Actual,812,812
2025-04-30,Product C,819,Actual,819,819
2025-05-01,Product C,821,Actual,821,821
2025-05-02,Product C,803,Actual,803,803
2025-05-03,Product C,791,Actual,791,791
2025-05-04,Product C,814,Actual,814,814
2025-05-05,Product C,801,Actual,801,801
2025-05-06,Product C,818,Actual,818,818
2025-05-07,Product C,824,Actual,824,824
2025-05-08,Product C,798,Actual,798,798
2025-05-09,Product C,813,Actual,813,813
2025-05-10,Product C,788,Actual,788,788
2025-05-11,Product C,810,Actual,810,810
2025-05-12,Product C,796,Actual,796,796
2025-05-13,Product C,829,Actual,829,829
2025-05-14,Product C,842,Actual,842,842
2025-05-15,Product C,810,Actual,810,810
2025-05-16,Product C,796,Actual,796,796
2025-05-17,Product C,787,Actual,787,787
2025-05-18,Product C,794,Actual,794,794
2025-05-19,Product C,812,Actual,812,812
2025-05-20,Product C,820,Actual,820,820
2025-05-21,Product C,819,Actual,819,819
2025-05-22,Product C,828,Actual,828,828
2025-05-23,Product C,786,Actual,786,786
2025-05-24,Product C,782,Actual,782,782
2025-05-25,Product C,794,Actual,794,794
2025-05-26,Product C,812,Actual,812,812
2025-05-27,Product C,825,Actual,825,825
2025-05-28,Product C,828,Actual,828,828
2025-05-29,Product C,818,Actual,818,818
2025-05-30,Product C,799,Actual,799,799
2025-05-31,Product C,775,Actual,775,775
2025-06-01,Product C,787,Actual,787,787
2025-06-02,Product C,809,Actual,809,809
2025-06-03,Product C,814,Actual,814,814
2025-06-04,Product C,816,Actual,816,816
2025-06-05,Product C,804,Actual,804,804
2025-06-06,Product C,787,Actual,787,787
2025-06-07,Product C,784,Actual,784,784
2025-06-08,Product C,779,Actual,779,779
2025-06-09,Product C,809,Actual,809,809
2025-06-10,Product C,825,Actual,825,825
2025-06-11,Product C,826,Actual,826,826
2025-06-12,Product C,800,Actual,800,800
2025-06-13,Product C,786,Actual,786,786
2025-06-14,Product C,797,Actual,797,797
2025-06-15,Product C,795,Actual,795,795
2025-06-16,Product C,800,Actual,800,800
2025-06-17,Product C,791,Actual,791,791
2025-06-18,Product C,813,Actual,813,813
2025-06-19,Product C,810,Actual,810,810
2025-06-20,Product C,794,Actual,794,794
2025-06-21,Product C,776,Actual,776,776
2025-06-22,Product C,796,Actual,796,796
2025-06-23,Product C,802,Actual,802,802
2025-06-24,Product C,816,Actual,816,816
2025-06-25,Product C,789,Actual,789,789
2025-06-26,Product C,799,Actual,799,799
2025-06-27,Product C,790,Actual,790,790
2025-06-28,Product C,768,Actual,768,768
2025-06-29,Product C,792,Actual,792,792
2025-06-30,Product C,808,Actual,808,808
2025-07-01,Product C,806,Actual,806,806
2025-07-02,Product C,811,Actual,811,811
2025-07-03,Product C,809,Actual,809,809
2025-07-04,Product C,776,Actual,776,776
2025-07-05,Product C,765,Actual,765,765
2025-07-06,Product C,774,Actual,774,774
2025-07-07,Product C,793,Actual,793,793
2025-07-08,Product C,807,Actual,807,807
2025-07-09,Product C,800,Actual,800,800
2025-07-10,Product C,774,Actual,774,774
2025-07-11,Product C,791,Actual,791,791
2025-07-12,Product C,776,Actual,776,776
2025-07-13,Product C,775,Actual,775,775
2025-07-14,Product C,783,Actual,783,783
2025-07-15,Product C,809,Actual,809,809
2025-07-16,Product C,814,Actual,814,814
2025-07-17,Product C,784,Actual,784,784
2025-07-18,Product C,781,Actual,781,781
2025-07-19,Product C,757,Actual,757,757
2025-07-20,Product C,752,Actual,752,752
2025-07-21,Product C,793,Actual,793,793
2025-07-22,Product C,793,Actual,793,793
2025-07-23,Product C,795,Actual,795,795
2025-07-24,Product C,789,Actual,789,789
2025-07-25,Product C,786,Actual,786,786
2025-07-26,Product C,771,Actual,771,771
2025-07-27,Product C,777,Actual,777,777
2025-07-28,Product C,789,Actual,789,789
2025-07-29,Product C,785,Actual,785,785
2025-07-30,Product C,812,Actual,812,812
2025-07-31,Product C,800,Actual,800,800
2025-08-01,Product C,778,Actual,778,778
2025-08-02,Product C,769,Actual,769,769
2025-08-03,Product C,758,Actual,758,758
2025-08-04,Product C,775,Actual,775,775
2025-08-05,Product C,772,Actual,772,772
2025-08-06,Product C,804,Actual,804,804
2025-08-07,Product C,784,Actual,784,784
2025-08-08,Product C,778,Actual,778,778
2025-08-09,Product C,762,Actual,762,762
2025-08-10,Product C,773,Actual,773,773
2025-08-11,Product C,779,Actual,779,779
2025-08-12,Product C,783,Actual,783,783
2025-08-13,Product C,790,Actual,790,790
2025-08-14,Product C,789,Actual,789,789
2025-08-15,Product C,768,Actual,768,768
2025-08-16,Product C,759,Actual,759,759
2025-08-17,Product C,776,Actual,776,776
2025-08-18,Product C,747,Actual,747,747
2025-08-19,Product C,795,Actual,795,795
2025-08-20,Product C,786,Actual,786,786
2025-08-21,Product C,779,Actual,779,779
2025-08-22,Product C,761,Actual,761,761
2025-08-23,Product C,770,Actual,770,770
2025-08-24,Product C,776,Actual,776,776
2025-08-25,Product C,760,Actual,760,760
2025-08-26,Product C,788,Actual,788,788
2025-08-27,Product C,784,Actual,784,784
2025-08-28,Product C,792,Actual,792,792
2025-08-29,Product C,763,Actual,763,763
2025-08-30,Product C,776,Actual,776,776
2025-08-31,Product C,764,Actual,764,764
2025-09-01,Product C,749,Actual,749,749
2025-09-02,Product C,778,Actual,778,778
2025-09-03,Product C,778,Actual,778,778
2025-09-04,Product C,782,Actual,782,782
2025-09-05,Product C,756,Actual,756,756
2025-09-06,Product C,755,Actual,755,755
2025-09-07,Product C,769,Actual,769,769
2025-09-08,Product C,758,Actual,758,758
2025-09-09,Product C,782,Actual,782,782
2025-09-10,Product C,796,Actual,796,796
2025-09-11,Product C,790,Actual,790,790
2025-09-12,Product C,763,Actual,763,763
2025-09-13,Product C,753,Actual,753,753
2025-09-14,Product C,760,Actual,760,760
2025-09-15,Product C,783,Actual,783,783
2025-09-16,Product C,779,Actual,779,779
2025-09-17,Product C,773,Actual,773,773
2025-09-18,Product C,765,Actual,765,765
2025-09-19,Product C,782,Actual,782,782
2025-09-20,Product C,753,Actual,753,753
2025-09-21,Product C,785,Actual,785,785
2025-09-22,Product C,771,Actual,771,771
2025-09-23,Product C,802,Actual,802,802
2025-09-24,Product C,775,Actual,775,775
2025-09-25,Product C,785,Actual,785,785
2025-09-26,Product C,768,Actual,768,768
2025-09-27,Product C,763,Actual,763,763
2025-09-28,Product C,776,Actual,776,776
2025-09-29,Product C,776,Actual,776,776
2025-09-30,Product C,793,Actual,793,793
2025-10-01,Product C,777,Actual,777,777
2025-10-02,Product C,788,Actual,788,788
2025-10-03,Product C,770,Actual,770,770
2025-10-04,Product C,781,Actual,781,781
2025-10-05,Product C,788,Actual,788,788
2025-10-06,Product C,769,Actual,769,769
2025-10-07,Product C,775,Actual,775,775
2025-10-08,Product C,795,Actual,795,795
2025-10-09,Product C,782,Actual,782,782
2025-10-10,Product C,781,Actual,781,781
2025-10-11,Product C,773,Actual,773,773
2025-10-12,Product C,741,Actual,741,741
2025-10-13,Product C,793,Actual,793,793
2025-10-14,Product C,782,Actual,782,782
2025-10-15,Product C,794,Actual,794,794
2025-10-16,Product C,765,Actual,765,765
2025-10-17,Product C,765,Actual,765,765
2025-10-18,Product C,760,Actual,760,760
2025-10-19,Product C,778,Actual,778,778
2025-10-20,Product C,773,Actual,773,773
2025-10-21,Product C,777,Actual,777,777
2025-10-22,Product C,796,Actual,796,796
2025-10-23,Product C,779,Actual,779,779
2025-10-24,Product C,786,Actual,786,786
2025-10-25,Product C,777,Actual,777,777
2025-10-26,Product C,775,Actual,775,775
2025-10-27,Product C,770,Actual,770,770
2025-10-28,Product C,789,Actual,789,789
2025-10-29,Product C,782,Actual,782,782
2025-10-30,Product C,787,Actual,787,787
2025-10-31,Product C,765,Actual,765,765
2025-11-01,Product C,774,Actual,774,774
2025-11-02,Product C,772,Actual,772,772
2025-11-03,Product C,778,Actual,778,778
2025-11-04,Product C,802,Actual,802,802
2025-11-05,Product C,791,Actual,791,791
2025-11-06,Product C,784,Actual,784,784
2025-11-07,Product C,791,Actual,791,791
2025-11-08,Product C,774,Actual,774,774
2025-11-09,Product C,780,Actual,780,780
2025-11-10,Product C,798,Actual,798,798
2025-11-11,Product C,824,Actual,824,824
2025-11-12,Product C,800,Actual,800,800
2025-11-13,Product C,796,Actual,796,796
2025-11-14,Product C,791,Actual,791,791
2025-11-15,Product C,800,Actual,800,800
2025-11-16,Product C,803,Actual,803,803
2025-11-17,Product C,781,Actual,781,781
2025-11-18,Product C,804,Actual,804,804
2025-11-19,Product C,817,Actual,817,817
2025-11-20,Product C,796,Actual,796,796
2025-11-21,Product C,799,Actual,799,799
2025-11-22,Product C,780,Actual,780,780
2025-11-23,Product C,791,Actual,791,791
2025-11-24,Product C,803,Actual,803,803
2025-11-25,Product C,807,Actual,807,807
2025-11-26,Product C,817,Actual,817,817
2025-11-27,Product C,823,Actual,823,823
2025-11-28,Product C,801,Actual,801,801
2025-11-29,Product C,805,Actual,805,805
2025-11-30,Product C,782,Actual,782,782
2025-12-01,Product C,798,Actual,798,798
2025-12-02,Product C,820,Actual,820,820
2025-12-03,Product C,816,Actual,816,816
2025-12-04,Product C,828,Actual,828,828
2025-12-05,Product C,810,Actual,810,810
2025-12-06,Product C,802,Actual,802,802
2025-12-07,Product C,792,Actual,792,792
2025-12-08,Product C,807,Actual,807,807
2025-12-09,Product C,831,Actual,831,831
2025-12-10,Product C,818,Actual,818,818
2025-12-11,Product C,817,Actual,817,817
2025-12-12,Product C,810,Actual,810,810
